conv_id,context,prompt,empathy,speaker_utterance,listener_utterance,exchange_number,s_negative,s_neutral,s_positive,l_negative,l_neutral,l_positive,predictions_ER,predictions_IP,predictions_EX,valence_speaker,arousal_speaker,dominance_speaker,valence_listener,arousal_listener,dominance_listener,s_word_len,l_word_len,agreeing,acknowledging,encouraging,consoling,sympathizing,suggesting,questioning,wishing,neutral,speaker_emotion,listener_emotion,mimicry
hit:12112_conv:24225,guilty,I drank my roommates beer last night. I feel pretty bad about it.,2,I drank my roommates beer last night. I feel pretty bad about it.,That is pretty rude. Are you going to buy him some more beer.,1,0.9067739,0.08320181,0.010024319,0.90537363,0.08641745,0.008208939,0,0,2,0.247333333333333,0.0913333333333333,-0.0286666666666667,0.1495,0.38,0.0375,13,13,0.00321581936441362,0.994002282619476,8.27178664621897E-05,8.92318857950158E-05,8.60703294165433E-05,5.74040823266842E-05,0.000154627239680849,0.00124716898426414,0.00106472475454211,guilty,jealous,0
hit:12112_conv:24225,guilty,I drank my roommates beer last night. I feel pretty bad about it.,2,Yea but he was leaving early to go tailgate and I didnt have time.,Man.. I am glad you are not my roommate.,2,0.3937662,0.5590338,0.047200024,0.07348346,0.2826418,0.6438747,1,0,0,-0.00533333333333333,-0.201333333333333,-0.0933333333333333,0.688,0.241,0.22,14,9,0.633085370063782,0.196474999189377,0.000884003762621433,0.11035517603159,0.00499018933624029,0.000196538690943271,0.00803912337869406,0.00324283284135163,0.0427316948771477,guilty,grateful,0
hit:11931_conv:23862,annoyed,when someone does not stop talking,4,i hate when someone does not take the hint to stop talking,With those kind of people you just have to be blunt. If that does not work then it is time to excuse yourself from the conversation.,1,0.9590927,0.03701389,0.0038934322,0.6876555,0.29586813,0.016476335,0,0,0,-0.1295,0.0895,-0.1075,0.253142857142857,-0.0257142857142857,0.236857142857143,12,26,9.90727930911817E-05,0.00010974320321111,1.53778692038031E-05,0.000132006462081335,5.69866060686763E-05,0.000122608500532806,9.70131295616739E-05,1.04444370663259E-05,0.999356806278229,annoyed,trusting,0
hit:11931_conv:23862,annoyed,when someone does not stop talking,4,i really do agree. that is usually my approcah,You are usually left with no other option.,2,0.010859061,0.19312143,0.7960195,0.34451437,0.611168,0.04431762,0,0,0,0.812,-0.48,0.09,-0.134,-0.203,-0.28,9,8,0.00209916033782065,0.013660890981555,3.4360262361588E-05,0.00473729614168406,0.000382701138732955,0.0185257494449615,0.0270536746829748,0.00465283589437604,0.928853332996368,disgusted,lonely,0
hit:1390_conv:2780,guilty,i feel grail d,5,about today's work,Okay_comma_ I am feeling nostalgic about my childhood.,1,0.118376136,0.83571285,0.04591102,0.0015541692,0.051850513,0.94659525,0,0,0,0.438,0.192,0.5,0.419333333333333,-0.271333333333333,-0.318666666666667,3,8,0.00120589707512409,0.00113314390182495,0.000102581027022097,0.00765811884775758,0.000804649258498102,0.786028027534485,0.0338934324681759,0.000207205739570782,0.168966978788376,ashamed,nostalgic,0
hit:1390_conv:2780,guilty,i feel grail d,5,ya mee too i like my brother,it was a long time ago_comma_ but I still remember it well.,2,0.008911834,0.20454684,0.78654134,0.021263115,0.40847546,0.5702615,0,2,0,0.542,-0.286,-0.008,0.119,-0.3285,0.005,7,12,8.43855523271486E-05,2.40378412854625E-05,2.26687625399791E-05,7.82631468609907E-05,0.000118468902655877,0.000598613463807851,0.000612615782301873,3.21287225233391E-05,0.998428761959076,anticipating,nostalgic,1
hit:5826_conv:11652,afraid,i thought someone was breaking in,3,i moved into a new apartment yesterday. when i was asleep last night i thought someone was breaking in,Oh that sounds so scary!,1,0.26021156,0.6401751,0.099613324,0.88688034,0.0984265,0.014693174,0,0,0,0.372666666666667,-0.34,-0.113333333333333,-0.173,0.575,-0.074,19,5,0.000291915814159438,0.998053193092346,0.000230296296649612,0.000388483458664268,6.9319226895459E-05,6.22190054855309E-05,6.23070591245778E-05,0.000786060758400708,5.62592031201348E-05,devastated,terrified,0
hit:5826_conv:11652,afraid,i thought someone was breaking in,3,it was...i checked it out. turns out it was a stray cat. the toaccording to neighbors the old tenant used to feed it when it would scratch at the window,Oh thank goodness it was not serious.,2,0.27170524,0.6524457,0.0758491,0.08199651,0.38085794,0.53714556,0,0,0,-0.03,-0.1452,-0.1854,0.618,-0.247333333333333,0.24,30,7,9.94803340290673E-05,9.32264956645668E-05,1.06664283521241E-05,5.67768656765111E-05,6.30393624305725E-05,0.000163509816047736,0.000119098935101647,1.40561269290629E-05,0.999380111694336,surprised,grateful,0
hit:117_conv:234,joyful,The summer is almost over. I couldn't be any happier!,2,I have had enogh of this summer heat. Cmon autumn!,I agree. I love autumn.,1,0.5391367,0.35740203,0.103461236,0.003818154,0.028951101,0.9672307,1,1,0,0.434,-0.211,0.013,0.780666666666667,-0.344666666666667,0.112,10,5,0.997980177402496,0.000329348054947332,0.000921344908419997,0.000294412253424525,3.91425564885139E-05,0.000112917085061781,9.56403018790297E-05,7.17179427738302E-05,0.000155327637912706,disgusted,faithful,1
hit:117_conv:234,joyful,The summer is almost over. I couldn't be any happier!,2,It gets do hot in memphis. My daughter is ready for school to start back anyway_comma_,I love Memphis.,2,0.017709857,0.23222196,0.7500682,0.00525131,0.018293738,0.9764549,0,2,0,0.37,-0.0448571428571429,0.114571428571429,1,0.038,0.346,16,3,0.00165271514561027,0.0789494886994362,0.000110824999865144,4.85456876049284E-05,0.000735911540687084,0.000166491838172078,0.000266393908532336,0.00111163943074644,0.916957914829254,prepared,confident,1
hit:10954_conv:21908,afraid,My stepmother just passed away and I am concerned about my dad,5,He seams fine when I talk with him but I know he is not. H has had a problem with substance abuse in the past,That is really rough. Do you think he may have relapsed?,1,0.721309,0.26450762,0.014183403,0.83626884,0.15601064,0.0077205156,1,0,2,0.0215,-0.1105,0.0205,0.264,-0.0166666666666667,-0.00333333333333334,25,11,8.38231790112332E-05,0.000133421752252616,0.0000283455101453001,4.11261389672291E-05,0.000633235147688538,0.000485086464323103,0.998471200466156,4.65760240331292E-05,7.72308121668175E-05,content,sad,0
hit:10954_conv:21908,afraid,My stepmother just passed away and I am concerned about my dad,5,Well My stepmom just died last week and I am concerned for him greatly,I would be too. Going through something like that can take a toll on anyone_comma_ and makes it hard to cope with everyday life. I hope he gets the help he needs.,2,0.9198243,0.07430549,0.005870213,0.7115986,0.25091526,0.037486162,1,2,0,-0.2135,0.1435,-0.0475,0.297714285714286,-0.0254285714285714,0.0421428571428571,14,32,0.000834531674627215,0.00805282592773438,0.00780751230195165,0.982501745223999,0.000116147290100344,0.000234235645621084,0.000101893710962031,5.16381987836212E-05,0.000299452251056209,caring,afraid,0
hit:8796_conv:17592,joyful,I am a happy father of two daughters.,3,I have two beautiful daughters.,That is incredible. How old?,1,0.0041014683,0.03880626,0.9570922,0.005775112,0.04600339,0.94822145,1,0,2,0.53,-0.191,0.05,0.714,0.592,0.804,5,5,5.70285956200678E-05,0.000238650885876268,4.0445156628266E-05,2.76928221865091E-05,3.74436640413478E-05,6.73251051921397E-05,0.999395251274109,8.00673587946221E-05,5.615558984573E-05,joyful,impressed,0
hit:8796_conv:17592,joyful,I am a happy father of two daughters.,3,10 and 13 years old.,What great ages!,2,0.11290234,0.8105575,0.07654016,0.0050715073,0.053646564,0.941282,0,0,0,0.084,-0.432,-0.17,0.519,-0.109,0.308,5,3,6.02602631261107E-05,0.000197951143491082,2.06016393349273E-05,1.34579149744241E-05,0.000153506072820164,0.000546912546269596,0.998695552349091,0.000120194381452166,0.000191583807463758,sentimental,proud,0
hit:11600_conv:23200,sentimental,I watched my daughter start high school this week. Seems like yesterday I was walking her to kindergarden.,4,I watched my daughter start high school this week,How did that make you feel?,1,0.052169435,0.8306883,0.11714219,0.1243261,0.83328015,0.04239382,0,0,1,0.4204,-0.1964,0.0568,0.486,0.022,0.076,9,6,4.64141739939805E-05,5.31166151631624E-05,3.51130620401818E-05,2.00094709725818E-05,5.53923709958326E-05,0.000142476143082604,0.999349415302277,8.55946345836856E-05,0.00021241357899271,nostalgic,sad,1
hit:11600_conv:23200,sentimental,I watched my daughter start high school this week. Seems like yesterday I was walking her to kindergarden.,4,I was thinking back to when it just seems like yesterday I was walking her to her first day of kindergarten.,I understand that_comma_ I get that could make you emotional_comma_ I hope time slows for you!,2,0.032437626,0.7836229,0.18393941,0.12704673,0.5525607,0.32039264,1,1,0,0.3155,-0.24725,-0.026,0.498,-0.0976666666666667,0.221333333333333,21,16,0.0532910190522671,0.00120860489550978,0.00535406824201345,0.938199758529663,0.000249890639679506,0.000972476787865162,0.000352675269823521,0.000117588984721806,0.000254065351327881,nostalgic,nostalgic,1
hit:271_conv:543,proud,I was doing a team effort_comma_ andf my team did well,5,I was doing a team thing_comma_ and we won so i was happy,what was the team activity?,1,0.0015927922,0.020890258,0.977517,0.070287004,0.8757714,0.053941566,0,0,2,0.438,-0.0546666666666667,0.146666666666667,0.409,0.121,0.495,13,5,8.16221945569851E-05,6.89487642375752E-05,3.52394090441521E-05,1.45149915624643E-05,0.000275516416877508,0.00111115642357618,0.997417807579041,0.00033326938864775,0.000661953003145754,joyful,disgusted,1
hit:271_conv:543,proud,I was doing a team effort_comma_ andf my team did well,5,We had to do a presentation for a job,I am happy it went well for you!,2,0.16823457,0.76688087,0.0648845,0.0011199331,0.010197054,0.98868304,2,0,0,0.437333333333333,0.128666666666667,0.204,1,0.47,0.544,9,8,0.000503157905768603,0.0833697244524956,0.00128631421830505,8.06063690106385E-05,0.000563351903110743,0.000128686806419864,0.000170861880178563,0.913710474967957,0.000186757402843796,prepared,joyful,1
hit:1932_conv:3864,jealous,My sister just got a huge promotion and her husband bought her a new house. I'm kind of bitter about it.,4,My sister just got a huge promotion and her husband bought her a new house.,Congrats. They must be excited.,1,0.0014863181,0.040036518,0.95847714,0.0011958492,0.013494607,0.98530954,1,0,0,0.556666666666667,-0.057,0.294666666666667,0.497333333333333,0.359333333333333,0.283333333333333,15,5,0.00153190968558192,0.994685530662537,0.000564714428037405,0.000115379581984598,6.48982968414202E-05,5.24320894328412E-05,6.46549669909291E-05,0.00273552490398288,0.000184897784492932,jealous,grateful,1
hit:1932_conv:3864,jealous,My sister just got a huge promotion and her husband bought her a new house. I'm kind of bitter about it.,4,Eh_comma_ I do not care. I am bitter about it,I am sorry to hear that. Why are you upset about this?,2,0.8273312,0.15676422,0.015904596,0.8276817,0.16028067,0.01203761,2,0,2,0.078,0.03,-0.0353333333333333,-0.175333333333333,-0.0193333333333334,-0.342666666666667,10,12,0.000219070047023706,0.000389113876735792,3.98983247578144E-05,8.8968372438103E-05,0.987751126289368,0.000377956544980407,0.0106955319643021,0.000367739732610062,7.05362690496258E-05,sad,sad,0
hit:11915_conv:23830,grateful,my aunt paid for my exam,4,i almost wasnt going to take my pharmacy tech certification exam. was too expensive,What did you decide to do instead?,1,0.907516,0.085532054,0.006951911,0.1213952,0.8496165,0.028988265,0,0,2,0.138,0.0272,0.0916,0.326,0.088,0.391,14,7,8.67494236445054E-05,5.64211550226901E-05,4.96384927828331E-05,1.3046304047748E-05,0.000124767728266306,0.000475298234960064,0.998431265354157,0.000234652034123428,0.000528117700014263,disappointed,apprehensive,1
hit:11915_conv:23830,grateful,my aunt paid for my exam,4,luckily my aunt paid my fee of $275 as an early birthday gift. i passed the test,That is lucky of you_comma_ do you plan on being a pharmacy tech?,2,0.0036826339,0.054015696,0.9423017,0.0028219246,0.08762634,0.9095517,1,0,2,0.317333333333333,-0.0223333333333333,-0.0103333333333333,0.4105,-0.011,0.4,17,13,7.70096958149225E-05,4.26251826866064E-05,3.26251247315668E-05,2.25211606448283E-05,0.000141200143843889,0.00102460966445506,0.998346090316773,9.95942027657293E-05,0.000213642619200982,prepared,proud,1
hit:5350_conv:10701,devastated,MY best friend is leaving her job. We have worked together for ten years,3,MY best friend and I have worked together for ten years.,Wow thats a long time to work together did yall meet at work?,1,0.0015530498,0.05756323,0.94088376,0.03147761,0.40256175,0.5659606,0,0,2,0.442,-0.3255,0.026,0.405666666666667,-0.0883333333333333,0.296666666666667,11,13,3.72018839698285E-05,0.000129325693706051,1.71615774888778E-05,5.83254113735165E-05,0.000408739637350664,0.000133303750772029,0.998986661434174,4.92056824441534E-05,0.000180111223016866,faithful,joyful,1
hit:5350_conv:10701,devastated,MY best friend is leaving her job. We have worked together for ten years,3,We did. Now she is leaving and moving away,Thats sad. Im so sorry to hear that!,2,0.4343933,0.5250397,0.040567044,0.90235335,0.081562534,0.01608417,2,0,0,-0.358,0.215,-0.271,-0.0726666666666667,-0.250666666666667,-0.463333333333333,9,8,0.00113761227112263,0.0449091494083405,0.000355651369318366,0.000128710264107212,0.948250412940979,5.59642721782438E-05,0.000688870495650917,0.00433582440018654,0.000137860042741522,sad,devastated,0
hit:12253_conv:24507,terrified,My home was broken into and we never found out who it was and I felt this way.,1,Our home was broken into.,Fluff that stinks_comma_ did you shoot em?,1,0.87330973,0.12016724,0.006523009,0.9034312,0.09169095,0.004877858,0,0,2,-0.084,-0.23,-0.162,-0.564,0.114,-0.348666666666667,5,7,6.39900972601026E-05,2.45042065216694E-05,2.29789493459975E-05,0.000148640479892492,0.000413162226323038,0.00200149789452553,0.996033012866974,0.000165488992934115,0.00112656108103693,terrified,nostalgic,0
hit:12253_conv:24507,terrified,My home was broken into and we never found out who it was and I felt this way.,1,We were not home!,sheesh what a bummer!,2,0.5795893,0.36449978,0.055910982,0.9430242,0.04691066,0.010065009,0,0,0,0.708,-0.46,0.09,-0.674,0,-0.466,4,4,0.0112997712567449,0.168129906058311,4.26095539296512E-05,0.000701706565450877,0.00474143913015723,0.136284425854683,0.572261989116669,0.00501393340528011,0.101524099707603,afraid,sad,0
hit:2097_conv:4194,angry,My husband's sister was living with us. She was acting rude_comma_ and we ended up kicking her out.,5,My husband's sister was living with us. She was acting rude so we had to kick her out.,Oh no that is terrible. Are you guys still talking now?,1,0.9379679,0.057768285,0.0042638252,0.9205803,0.07270757,0.006712045,1,0,2,0.1244,0.2748,0.0868,-0.356,0.216,0.15,18,11,3.80698693334125E-05,0.00014016087516211,1.85229218914174E-05,2.8107260732213E-05,0.000154715453390963,0.00046288943849504,0.999004900455475,5.39751745236572E-05,9.86117229331285E-05,angry,sad,0
hit:2097_conv:4194,angry,My husband's sister was living with us. She was acting rude_comma_ and we ended up kicking her out.,5,No not at all it is a little tense.,Well that is not good. What did she do that was so bad?,2,0.3894929,0.5543232,0.0561839,0.97517323,0.022414088,0.0024126514,0,0,1,-0.219,-0.401,-0.132,0.155333333333333,0.0273333333333333,-0.038,9,13,6.46971020614728E-05,4.50546431238763E-05,2.86837948806351E-05,3.21531661029439E-05,0.00034584611421451,0.000848719791974872,0.99764496088028,8.75010373420082E-05,0.000902478350326419,lonely,disappointed,0
hit:5437_conv:10875,impressed,I seen a guy driving a motorcycle today riding only on his back wheel. He was going pretty fast too_comma_ it was amazing.,5,I seen this guy driving his motorcycle only on his back wheel today. It was crazy,Haha_comma_ I have seen plenty do wheelies. I have seen a few crash too_comma_ sadly,1,0.31776443,0.47099608,0.21123943,0.59047157,0.36500356,0.04452492,0,2,0,0.0916666666666667,-0.019,-0.092,0.0328000000000001,0.0204,0.0324,16,15,0.034012958407402,0.000688871776219457,0.000936720869503915,0.711100697517395,0.000524044560734183,0.0349521487951279,0.0107258167117834,0.000248522992478684,0.20681020617485,impressed,joyful,1
hit:5437_conv:10875,impressed,I seen a guy driving a motorcycle today riding only on his back wheel. He was going pretty fast too_comma_ it was amazing.,5,Oh no_comma_ yeah he seemed like he had it under control. It was pretty cool.,That takes a lot of nerve_comma_ so kudos to that guy. I would never do that because I would probably die lol,2,0.0031502799,0.03556041,0.96128935,0.61681855,0.30175415,0.081427306,1,2,0,0.604,-0.1195,0.298,0.00325,-0.00174999999999999,-0.1685,15,22,0.00100889324676245,0.231896996498108,0.00015401971177198,0.000225760872126557,0.000440309348050505,0.000395254464820027,0.000359775178367272,0.000319776503602043,0.765199184417725,impressed,embarrassed,1
hit:11357_conv:22714,trusting,i trusted my friend with my credit card,5,i trusted my friend with my credit card,Uh oh.... I am afraid to ask_comma_ how did it go?,1,0.036677968,0.6298182,0.3335038,0.66123223,0.3256743,0.013093478,0,0,1,0.406666666666667,-0.179333333333333,0.104666666666667,-0.299333333333333,0.104,-0.234666666666667,8,11,0.000273560377536342,0.00013398242299445,4.22032062488142E-05,8.58612620504573E-05,0.00361164310015738,0.0255778860300779,0.963909804821014,0.000231324956985191,0.00613375566899777,trusting,afraid,0
hit:11357_conv:22714,trusting,i trusted my friend with my credit card,5,it actually turned out ok_comma_ i was scared but i was too sick to get to the store myself,I lent my credit card to my sister one time and it did not go well. She still owes me to this day.,2,0.123548806,0.38792804,0.48852316,0.7820025,0.2023731,0.0156244105,0,2,0,-0.0936,0.1716,-0.2088,0.284285714285714,-0.305142857142857,-0.012,19,23,0.000118894990009721,6.54682153253816E-05,1.59412320499541E-05,2.86787362711038E-05,5.402011811384E-05,7.01005701557733E-05,8.1793921708595E-05,1.25684346130583E-05,0.999552547931671,afraid,trusting,0
hit:6045_conv:12091,disappointed,I was supposed to go to Busch Gardens last weekend _comma_ but it was raining and we had to cancel.,5,I was supposed to go to Busch Gardens last weekend.,Did you not go?,1,0.117689654,0.70160395,0.18070646,0.2972845,0.68011373,0.022601789,0,0,2,0.21,-0.163,-0.101,0.02,-0.118,-0.112,10,4,3.51870694430545E-05,3.49899710272439E-05,2.05421783903148E-05,4.84511583636049E-05,0.000118087547889445,0.000214424610021524,0.99935108423233,8.77891216077842E-05,8.95065240911208E-05,disappointed,apprehensive,1
hit:6045_conv:12091,disappointed,I was supposed to go to Busch Gardens last weekend _comma_ but it was raining and we had to cancel.,5,It was raining and we had to cancel.,That stinks. You should go this weekend?,2,0.85522115,0.13577476,0.009004046,0.9318078,0.062250167,0.0059420047,0,0,2,-0.572,-0.388,-0.264,-0.0693333333333334,0.0313333333333333,-0.238,8,7,0.000346739543601871,0.000115126014861744,0.000201997740077786,0.000273300829576328,0.000992319080978632,0.64228892326355,0.35359314084053,0.00186785834375769,0.000320600200211629,devastated,apprehensive,0
hit:60_conv:121,proud,I was able to save a blind lady from falling down an escalator.,5,I was able to save a blind lady from falling down an escalator.,Is she ok? Im glad you were close by!,1,0.02299437,0.31294948,0.6640561,0.0032467942,0.0778396,0.9189136,1,0,0,0.2448,0.0664,0.1672,0.23,0.02,0.003,13,9,8.21413050289266E-05,0.000122274228488095,3.86000647267792E-05,1.08491622086149E-05,0.000245677394559607,0.00105042499490082,0.99734902381897,0.000411817047279328,0.000689230510033667,proud,joyful,1
hit:60_conv:121,proud,I was able to save a blind lady from falling down an escalator.,5,She was very alarmed and rightfully so. I am usually not a nice person_comma_ but I am glad I did the right thing that time!,That is really cool of you to do_comma_ Did anyone else see it happen?,2,0.05859388,0.19735122,0.7440549,0.0010200501,0.0117845265,0.9871954,1,0,2,0.284285714285714,-0.0717142857142857,0.159142857142857,0.4335,0.0135,0.09,25,14,6.81718229316175E-05,0.000440204137703404,1.42614362630411E-05,3.57486023858655E-05,0.000455982080893591,0.00026689688093029,0.998269557952881,4.40722906205338E-05,0.000405079510528594,joyful,proud,1
hit:11477_conv:22955,lonely,I haven't seen my girlfriend in a week_comma_ I'm feeling pretty alone at the moment. I need some quality time.,1,I have not seen my girlfriend in a week_comma_ I am feeling pretty alone at the moment. I need some quality time,i hear ya there,1,0.84123605,0.14144194,0.017322,0.17760621,0.6786852,0.14370862,1,0,0,0.3214,-0.173,0.00520000000000001,0.52,-0.142,-0.112,22,4,0.00526697235181928,0.0324363224208355,0.000568323768675327,5.3457377362065E-05,0.000435963505879045,0.000105422805063427,0.000157461516209878,0.0132030285894871,0.947772979736328,lonely,prepared,1
hit:11477_conv:22955,lonely,I haven't seen my girlfriend in a week_comma_ I'm feeling pretty alone at the moment. I need some quality time.,1,yeah man just need some companionship. Good thing I got you.,oh boy,2,0.028015183,0.2921718,0.67981297,0.30816573,0.5223888,0.16944546,0,0,0,0.365,-0.199,-0.107,0,0,0,11,2,0.00166157691273838,0.991112887859345,0.000748697551898658,0.00011132461077068,3.82884281862062E-05,4.15177164541092E-05,0.00129942747298628,0.00137244979850948,0.00361398467794061,sad,content,0
hit:7187_conv:14374,hopeful,I applied for a job last week,5,I applied for a job last week,How did that go then?,1,0.01629066,0.8741939,0.10951546,0.11961514,0.82732874,0.053056143,0,0,2,0.204,-0.228,0.068,0.02,-0.118,-0.112,7,5,4.63696560473181E-05,6.92380053806119E-05,3.41877421305981E-05,1.58679067681078E-05,5.30076504219323E-05,0.000189606245839968,0.999168157577515,0.000123167526908219,0.00030044253799133,hopeful,disappointed,1
hit:7187_conv:14374,hopeful,I applied for a job last week,5,seemed ok_comma_ hoping they call me back,I would hope so too!,2,0.0059803445,0.26541656,0.7286031,0.010921315,0.20916934,0.7799093,0,0,0,0.144,-0.034,-0.101333333333333,0.42,-0.271,0.166,7,5,0.000770641083363444,0.128345757722855,0.831890881061554,0.0377424769103527,0.0003585210070014,0.000275374186458066,0.000155735775479116,0.000182226416654885,0.000278434803476557,excited,hopeful,1
hit:8043_conv:16086,impressed,I saw a guy convince someone to give them there phone,5,I saw a guy convince someone to give them there phone,Mustve been some good convincing. Was it a robbery?,1,0.08198246,0.8291795,0.08883794,0.051268753,0.55389357,0.39483768,0,0,2,0.2344,-0.1452,0.098,0.220666666666667,0.158666666666667,0.246,11,9,6.13232332398184E-05,0.000289272255031392,1.46998609125149E-05,1.92257703020005E-05,0.000374113762518391,0.00131960038561374,0.997386157512665,0.000142937642522156,0.000392650661524385,impressed,jealous,0
hit:8043_conv:16086,impressed,I saw a guy convince someone to give them there phone,5,nope i was very surprised by how good of a con man he was,Yea_comma_ my phone is pretty expensive. Im not giving my phone to anybody,2,0.26473078,0.44531074,0.28995845,0.78253114,0.19356968,0.023899127,0,1,0,0.318,0.306,9.25185853854297E-18,0.400666666666667,-0.170333333333333,-0.00533333333333333,14,13,0.00342544494196773,0.129992082715034,6.97127979947254E-05,0.0165790040045977,0.0117960684001446,0.103594847023487,0.173638105392456,0.00317783933132887,0.557726919651032,impressed,anxious,0
hit:11236_conv:22473,confident,i prepared my first meal this past sunday,4,so this past sunday i cooked my first meal for my family. it turned out really good.,Oh_comma_ that sounds so exciting! What did you make?,1,0.0009078744,0.012262144,0.98682994,0.0012753824,0.010021839,0.9887028,0,0,1,0.502857142857143,-0.180571428571429,0.0645714285714286,0.599333333333333,0.223333333333333,0.111333333333333,17,9,4.63061878690496E-05,0.000154880981426686,2.00895992747974E-05,2.63211131823482E-05,0.000118039235530887,0.00153908075299114,0.997792959213257,6.53720489935949E-05,0.000237012049183249,proud,joyful,1
hit:11236_conv:22473,confident,i prepared my first meal this past sunday,4,seafood pasta_comma_ im so proud of myself.,Oh_comma_ sounds yummy! I love seafood.,2,0.0013293533,0.01551551,0.98315513,0.0018068029,0.00998621,0.9882069,0,0,0,0.451333333333333,0.004,0.0506666666666667,0.6495,0.096,0.0285,7,6,0.00049225299153477,0.996877193450928,9.76187075139023E-05,5.79315092181787E-05,5.52859128220007E-05,0.000277846993412823,9.1519505076576E-05,0.00188902986701578,0.000161370699061081,proud,surprised,1
hit:3687_conv:7375,grateful,I am very grateful for my present today. It is my birthday and I opened some presents!,5,I am so happy for all the presents that I got at my birthday party!,That is nice. Did you have a party?,1,0.0016555913,0.0053603468,0.99298406,0.001522781,0.025829935,0.97264725,0,0,2,0.8205,0.3525,0.264,0.878,0.282,0.197,15,8,6.37866542092525E-05,0.00209454400464892,4.05148093705066E-05,3.86020255973563E-05,5.97752150497399E-05,4.97235014336184E-05,0.997275173664093,0.000183720010682009,0.000194049789570272,joyful,grateful,1
hit:3687_conv:7375,grateful,I am very grateful for my present today. It is my birthday and I opened some presents!,5,Yes and it was at Disney Land!,That is excellent. What was your favorite present?,2,0.0012204457,0.08044039,0.9183392,0.0013945827,0.020644447,0.977961,0,0,2,0.164,-0.48,0.232,0.719333333333333,-0.0246666666666667,0.463333333333333,7,8,4.63676915387623E-05,0.000135800888529047,1.83406755240867E-05,1.74211636476684E-05,0.000255330640356988,0.000170106504810974,0.998868584632874,0.000249036325840279,0.000239024942857213,excited,impressed,0
hit:5603_conv:11207,angry,My armadillo bit me today. Never felt so irked!,5,My armadillo bit me today. Never felt so irked!,Oh wow. I wonder what that kind of bite feels like. Did it hurt?,1,0.9520403,0.042226676,0.0057330206,0.43203965,0.5225543,0.045406125,0,0,2,0.02,-0.088,-0.247,0.219666666666667,0.178333333333333,0.0753333333333333,9,14,6.00083549215924E-05,9.56301519181579E-05,1.859186704678E-05,3.65639352821745E-05,0.00083816098049283,0.000617636425886303,0.997962832450867,7.70800324971788E-05,0.000293550663627684,angry,proud,0
hit:5603_conv:11207,angry,My armadillo bit me today. Never felt so irked!,5,Naw_comma_ he is just a little thing. I was just a bit annoyed because I do not want it to be a habit.,Right_comma_ have to train them not to I suppose_comma_ if at all possible.,2,0.8493101,0.14240797,0.008281932,0.22306213,0.72182846,0.05510942,0,0,0,-0.113,-0.219,-0.258,0.3225,-0.142,0.113,23,13,0.00607521645724773,0.00013680339907296,0.000130381333292462,0.00128715590108186,0.00125339708756655,0.671978950500488,0.073451042175293,0.000893614953383803,0.24479341506958,annoyed,anxious,0
hit:8378_conv:16757,excited,I am excited for the next football season_comma_ the Eagles could repeat_comma_ who knows,1,I am excited for the next football season_comma_ the Eagles could repeat_comma_ who knows,Are you a big Eagles fan?,1,0.0013709045,0.0068485546,0.9917806,0.05063726,0.8853449,0.06401778,0,0,2,0.438,0.195,0.248333333333333,0.458,0.074,0.232,14,6,6.59411525703035E-05,8.5963612946216E-05,8.4577695815824E-05,1.56136575242272E-05,5.25173418282066E-05,0.000132901768665761,0.999274671077728,0.000161222531460226,0.000126624450786039,excited,impressed,1
hit:8378_conv:16757,excited,I am excited for the next football season_comma_ the Eagles could repeat_comma_ who knows,1,I am excited for the next football season_comma_ the Eagles could repeat_comma_ who knows,Are you a big Eagles fan?,2,0.0013709045,0.0068485546,0.9917806,0.05063726,0.8853449,0.06401778,0,0,2,0.438,0.195,0.248333333333333,0.458,0.074,0.232,14,6,6.59411525703035E-05,8.5963612946216E-05,8.4577695815824E-05,1.56136575242272E-05,5.25173418282066E-05,0.000132901768665761,0.999274671077728,0.000161222531460226,0.000126624450786039,excited,impressed,1
hit:703_conv:1407,disgusted,I had escargot on a ctuise once. It wa the worst.,3,I used to consider myself a foodie.,I consider myself a foodie now. Im skinny_comma_ but I love food,1,0.09120247,0.801001,0.10779648,0.0019272332,0.02560726,0.9724655,0,2,0,0.208,-0.240666666666667,-0.1,0.4716,-0.1964,0.0244,7,12,7.7323078585323E-05,4.95028143632226E-05,1.50937185026123E-05,2.91565684165107E-05,9.67393280006945E-05,0.000150362713611685,0.000135278518428095,1.79541566467378E-05,0.999428570270538,lonely,nostalgic,1
hit:703_conv:1407,disgusted,I had escargot on a ctuise once. It wa the worst.,3,I would try anything until I had escargot on a cruise and it was awful,oh noo,2,0.8644084,0.120557204,0.015034458,0.5294997,0.3941354,0.07636496,0,0,0,-0.051,0.0955,0.058,0,0,0,15,2,0.000849615084007382,0.283772259950638,0.000199719535885379,0.00464735785499215,0.000116869377961848,0.00117573165334761,0.00423450907692313,0.00204227771610022,0.702961564064026,disgusted,lonely,0
