conv_id,context,prompt,speaker_utterance,listener_utterance,exchange_number,s_negative,s_neutral,s_positive,l_negative,l_neutral,l_positive,predictions_ER,predictions_IP,predictions_EX,valence_speaker,arousal_speaker,dominance_speaker,valence_listener,arousal_listener,dominance_listener,s_word_len,l_word_len,agreeing,acknowledging,encouraging,consoling,sympathizing,suggesting,questioning,wishing,neutral,speaker_emotion,listener_emotion,mimicry,empathy
hit:8849_conv:17698,surprised,it was suprising seeing someone eat a 3 lbs burger for a free tshirt,it was suprising seeing someone eat a 3 lbs burger for a free tshirt,I will bet it was! That must have been an enormous burger!,1,0.019052535,0.21986797,0.76107955,0.059484802,0.25396264,0.6865525,0,0,0,0.543333333333333,0.0453333333333333,-0.0626666666666667,0.1424,0.0884,0.1568,14,12,0.0015733554027974,0.916123449802399,0.0007713881204836,0.000214372674236,0.0002757568436209,0.0001505766267655,0.000125689417473,0.0002471175102982,0.0805182084441185,surprised,nostalgic,1,1
hit:8849_conv:17698,surprised,it was suprising seeing someone eat a 3 lbs burger for a free tshirt,yea it was_comma_ and it was kinda gross towards the end,Haha! I would need a lot more than a free tshirt to eat a 3 pound burger!,2,0.9579681,0.038568646,0.003463203,0.484356,0.39224163,0.12340242,0,1,0,-0.290666666666667,-0.109333333333333,-0.366,0.262571428571429,-0.112571428571429,-0.186857142857143,11,17,0.002248401986435,0.973719716072083,0.0006166863604448,3.94820235669613e-05,0.0002592854143586,0.0001205580847454,0.0002594135294202,0.0045904726721346,0.0181459207087755,disgusted,joyful,0,1
hit:3632_conv:7264,impressed,Seeing nice cars on the road inspires me. I bet they worked very hard to get those cars!,Seeing nice cars on the road inspires me. I bet they worked very hard to get those cars!,cars are truly inspiring to see how theyve evolved,1,0.002354958,0.026219547,0.97142553,0.0024892045,0.036821436,0.96068937,0,0,0,0.304285714285714,0.121714285714286,0.0768571428571429,0.411,-0.191,-0.188,18,9,0.0300387181341648,0.23640663921833,0.000166092897416,0.0013423606287688,0.0019868889357894,0.0004880345368292,0.389154642820358,0.0011714766733348,0.339245170354843,impressed,impressed,0,2
hit:3632_conv:7264,impressed,Seeing nice cars on the road inspires me. I bet they worked very hard to get those cars!,Yes_comma_ but seeing the hard work the people who own them had to put in is the most impressive part.,it is important to take care of and maintain things you own. if properly maintained they can last for a long time.,2,0.010729351,0.10745331,0.8818173,0.008917817,0.1948403,0.7962419,0,0,0,0.196333333333333,0.07,0.203,0.331,-0.2105,0.04925,20,22,0.0161439087241888,0.480548590421677,0.0005807884735986,0.028714856132865,0.0020001959055662,0.0004749384534079,0.0006422313745133,0.0003177906037308,0.470576703548431,impressed,caring,0,2
hit:10826_conv:21653,apprehensive,I'm 47 years old and have been taking psychotropic meds for well over 30 years. I'm having more and more trouble with them working properly.,I am 47 years old and have been taking psychotropic meds for well over 30 years. I am having more and more trouble with them working properly. It is happening a lot now. I am at my wits end,Oh I am sorry you are going through that. Have you tried to go back to your doctor and discuss making some changes?,1,0.9607556,0.035789765,0.0034546456,0.4390065,0.52605283,0.034940645,2,0,2,0.062,-0.1282,0.011,0.0736666666666667,-0.105,-0.066,39,23,0.0003052920219488,0.0002609239891171,5.55980768695008e-05,9.10748494789004e-05,0.974343776702881,0.0003135734586976,0.023923521861434,0.0004628803580999,0.000243410715484,embarrassed,sad,1,3
hit:10826_conv:21653,apprehensive,I'm 47 years old and have been taking psychotropic meds for well over 30 years. I'm having more and more trouble with them working properly.,Oh yes.. We have made quite a few changes over the past few years They do not seem to work like they did in the past Not as well_comma_ nor as long. Very scary,I hope that you can find a solution to help with that. Good luck!,2,0.92918736,0.065221466,0.0055910815,0.0043907273,0.084877096,0.91073215,1,0,0,0.106545454545455,-0.0552727272727273,-0.0296363636363636,0.652,-0.153333333333333,0.231333333333333,34,14,0.0001348510268144,0.0001701191504253,0.0432598516345024,0.91712212562561,0.0019766725599765,0.0011708828387782,0.0003798426478169,0.0356764756143093,0.0001091361336875,terrified,hopeful,1,3
hit:1483_conv:2967,devastated,My house flooded with all the rain!,We have had so much rain the past few weeks_comma_ my house ended up flooding. I lost everything!,I am really sorry.Do you have house insurance?,1,0.88578343,0.10030227,0.013914306,0.68350196,0.29528308,0.021214964,2,0,2,-0.0322857142857143,-0.220571428571429,-0.209714285714286,0.138,-0.463333333333333,0.0466666666666667,18,8,0.0006112717674113,0.0003641244838945,0.0001137726285378,9.88302126643248e-05,0.970963060855866,0.0002223760529886,0.0268686320632696,0.000659643264953,9.83130012173206e-05,prepared,sad,1,3
hit:1483_conv:2967,devastated,My house flooded with all the rain!,I do but we do not have flood insurance so not much is covered.,Do you have a place to stay for a while?,2,0.7798164,0.21046777,0.009715838,0.033820726,0.9181936,0.047985733,0,0,2,0.077,-0.013,0.3065,0.177,-0.464,-0.086,14,10,5.42339221283328e-05,0.0001057034314726,3.94963353755884e-05,1.43072038554237e-05,0.0001166295987786,0.0002254636347061,0.999177873134613,0.0001597333321115,0.000106543644506,lonely,anxious,0,3
hit:9169_conv:18338,excited,I cannot wait for the end of the month. My brother and I are going on a trip back home,I cannot wait for the end of the month. My brother and I are going on a trip back home,That is great. Where are you all from?,1,0.002390522,0.011785574,0.98582387,0.0015956137,0.018031687,0.98037267,1,0,2,0.171428571428571,-0.314857142857143,-0.160571428571429,0.916,0.33,0.62,20,8,3.50759946741164e-05,0.0003494887787383,2.38446809817106e-05,4.18480376538355e-05,6.79102668073028e-05,9.16245335247368e-05,0.999208867549896,0.0001425975933671,3.88049265893642e-05,anticipating,content,0,1
hit:9169_conv:18338,excited,I cannot wait for the end of the month. My brother and I are going on a trip back home,We are from northwest Louisiana,I visited once there. The people are very nice.,2,0.034185838,0.9091797,0.05663446,0.001810037,0.01678677,0.98140323,0,0,0,0.208,-0.31,-0.098,0.534,-0.158,0.15,5,9,0.0004303239693399,0.996409833431244,0.0005951962666586,0.0003025499463547,0.000107236628537,2.92885270027909e-05,7.23538032616489e-05,0.0019758511334657,7.73843712522648e-05,proud,trusting,1,1
hit:12217_conv:24435,content,I just got an A on my paper. It feels slick,5,What?,1,0.2224113,0.50125456,0.27633414,0.36408922,0.5652864,0.07062435,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,5.60499101993628e-05,5.10344179929234e-05,2.83725221379427e-05,2.26829142775387e-05,0.0001408468524459,0.0008400077349506,0.998539566993713,0.0001988800649996,0.0001225477317348,proud,afraid,0,1
hit:12217_conv:24435,content,I just got an A on my paper. It feels slick,I recently got an A on my paper. I feel great.,Congrats! I bet that feels great!,2,0.0011195607,0.011414521,0.9874659,0.0012605131,0.006957857,0.99178165,1,0,0,0.52,-0.0733333333333334,0.132666666666667,0.5375,0.3455,0.3065,11,6,0.0506472811102867,0.301575094461441,0.640224874019623,0.0007010767003521,0.0002540720452088,0.0014721730258315,0.0006128201493993,0.0025647499132901,0.0019478012109175,content,joyful,1,1
hit:162_conv:325,proud,My dad had a problem with drinking and it created problems. When he finally quit I was very proud.,My dad used to be a pretty heavy drinker_comma_ it caused a few problems in our familiy.,That is very sad_comma_ did he ever get sober?,1,0.908676,0.08713798,0.0041859713,0.9388042,0.05766456,0.0035311882,0,0,2,-0.05575,-0.04325,0.0065,0.129333333333333,-0.238,-0.0773333333333333,17,9,8.14996747067198e-05,7.97739194240421e-05,3.23582789860666e-05,3.11465373670217e-05,0.0004021189233753,0.0071086366660893,0.99099862575531,0.0002695056900847,0.0009964420460164,anxious,sentimental,0,3
hit:162_conv:325,proud,My dad had a problem with drinking and it created problems. When he finally quit I was very proud.,Yes he finally stopped drinking a few years ago_comma_ I was very proud of him and was able to have a real relationship with him.,That is so great_comma_ I hope you have found some healing and closure to the difficulties it caused when you were younger.,2,0.0015561115,0.02249113,0.9759528,0.010464185,0.076137565,0.9133983,1,0,0,0.342,-0.0842222222222222,0.151777777777778,0.21925,-0.06275,0.09475,25,22,0.0001852492714533,0.0073680263012647,0.0006576243904419,0.007320255972445,8.84617766132578e-05,0.0001697660190984,0.0008456241339445,3.67334250768181e-05,0.983328223228455,confident,joyful,1,3
hit:7729_conv:15458,joyful,I had some financial problems. I finally paid all my debts. It is a big relief. I am so happy.,I had some financial problems. I finally paid all my debts. It is a big relief. I am so happy.,That is great. That is a big worry off your shoulders I am sure.,1,0.005208434,0.024122868,0.9706687,0.063171744,0.22491355,0.7119147,1,0,0,0.189142857142857,0.0788571428571429,0.143714285714286,0.3164,0.034,0.2352,20,14,0.0003318907984066,0.998684227466583,0.0001549774751765,0.0002983528247568,8.52101875352673e-05,3.08522285195068e-05,5.43861351616215e-05,0.0002222818438895,0.0001378086744807,joyful,confident,1,3
hit:7729_conv:15458,joyful,I had some financial problems. I finally paid all my debts. It is a big relief. I am so happy.,Yes_comma_ now I think about the future. That is nice.,I am glad to hear it. It is a lot more productive to focus on the future than the past.,2,0.0015688644,0.020178115,0.97825307,0.0039033857,0.032624334,0.96347225,1,0,0,0.736,-0.004,0.369333333333333,0.469714285714286,0.0082857142857142,0.163428571428571,10,20,0.0078359395265579,0.0310138501226902,0.0001042551957652,4.94116939080413e-05,0.0019207714358344,0.0003041822928935,9.98182658804581e-05,0.0006537916488014,0.958017945289612,hopeful,joyful,1,3
hit:1498_conv:2997,disappointed,I I failed my physics exam yesterday. I was so disappointed with myself.,Yesterday I failed my physics exam.,I am sorry to hear that. Any certain areas you think you could have done better on?,1,0.93711025,0.05859576,0.004293942,0.6085332,0.36587423,0.025592608,2,0,2,-0.021,-0.051,-0.17,0.2808,-0.2548,-0.0356,6,17,0.0001943040842888,0.0002346281689824,4.99100824526977e-05,0.000242481357418,0.987473607063294,0.0004314571851864,0.0110440338030458,0.0002648519875947,6.48443310637958e-05,disappointed,sad,0,3
hit:1498_conv:2997,disappointed,I I failed my physics exam yesterday. I was so disappointed with myself.,Well_comma_ I am really terrible understanding forces_comma_ but I do not think I studied hard enough. I was pretty disappointed with myself.,Do not be so hard on yourself. Most people cannot even spell physics.,2,0.96644944,0.030071108,0.0034795047,0.783077,0.19693896,0.019984102,0,0,0,0.0895,0.07825,0.26,-0.139333333333333,-0.008,-0.0106666666666667,22,13,0.0084999920800328,0.244907781481743,0.0010613044723868,0.0060067842714488,0.0017335502197966,7.56639274186455e-05,0.700115442276001,0.0011291042901575,0.0364704318344593,disappointed,annoyed,0,3
hit:10213_conv:20426,disappointed,I spent 20 dollars on a piece of cheese cake_comma_ I thought it would blow my mind but it was dry and barely editable. Talk about a let down.,I spent 20 dollars on a piece of cheese cake.,Oh my_comma_ I hope it was delicious_comma_ that is a lot of money,1,0.5271008,0.42349935,0.049399845,0.08823542,0.25281313,0.6589515,0,0,0,0.2988,-0.2688,-0.2432,0.6145,-0.105,0.2625,10,13,0.0002065640874207,0.0002653554838616,0.0006818306283093,0.991470396518707,0.0007077368209138,0.0012096718419343,0.0009627124527469,4.25544531026389e-05,0.0044532166793942,surprised,joyful,1,1
hit:10213_conv:20426,disappointed,I spent 20 dollars on a piece of cheese cake_comma_ I thought it would blow my mind but it was dry and barely editable. Talk about a let down.,I thought it would blow my mind but it was dry and really disappointing. Talk about a let down.,goodness_comma_ i would be so upset_comma_ that is a terrible experience!,2,0.9732555,0.022911588,0.0038328213,0.96784455,0.028836332,0.0033190937,0,0,0,-0.01625,-0.15175,-0.09825,-0.0316,0.152,0.1924,19,11,0.0015015839599072,0.46318057179451,0.0001358134468318,0.0012672744924202,0.0010326935444027,0.240953341126442,0.258920580148697,0.0013172582257539,0.0316908769309521,disappointed,joyful,0,1
hit:10377_conv:20754,jealous,turns out my best bro has a crush on MY crush. and guess what? she like him back_comma_ and they're going on a date tonight,turns out my best bro has a crush on MY crush. and guess what? she like him back_comma_ and they are going on a date tonight,well you should be happy for them!,1,0.0044540665,0.17545542,0.8200905,0.004604032,0.067293815,0.9281022,1,0,0,0.067,-0.12525,-0.0115,1.0,0.47,0.544,26,7,0.0019229350145906,0.036447536200285,0.0002343318046769,7.5684831244871e-05,0.0037054885178804,0.928737640380859,0.0011638712603598,0.0273299627006054,0.0003825513122137,impressed,excited,0,3
hit:10377_conv:20754,jealous,turns out my best bro has a crush on MY crush. and guess what? she like him back_comma_ and they're going on a date tonight,oh_comma_ you too? does everyone get to have nice things except me?,no _comma_ but if you really liked her _comma_ you should be happy that she found someone she like.,2,0.35461295,0.46210226,0.18328479,0.0065055843,0.1330766,0.8604178,1,0,0,0.438,-0.1765,0.085,0.611,-0.113,0.131,12,19,0.0001913572923513,4.54268119938206e-05,0.0001200552287627,0.0003499090089462,0.0019621613901108,0.963240563869476,0.0263147279620171,0.0004238696710672,0.0073518590070307,nostalgic,joyful,1,3
hit:9829_conv:19659,annoyed,Last night there was a fly in the bedroom while I was trying to sleep. It kept landing on my face,Last night a fly got into the bedroom and would not stop trying to land on my face,Flies are so annoying,1,0.62845576,0.34559947,0.0259448,0.97878337,0.0179914,0.0032253,0,0,0,0.150857142857143,-0.193714285714286,0.0162857142857143,-0.158,0.628,0.024,18,4,0.0015729530714452,0.960998058319092,0.0001010186751955,0.0001615034416317,0.0005594058311544,8.22877700557e-05,0.0139446267858148,0.0042512910440564,0.0183287765830755,annoyed,annoyed,0,2
hit:9829_conv:19659,annoyed,Last night there was a fly in the bedroom while I was trying to sleep. It kept landing on my face,It was terrible! Right as I was about to fall asleep the dang thing would land on my nose!,I had that problem with a mosquito once. I woke up with a bite on the tip of my nose,2,0.9636116,0.031593136,0.00479536,0.84595054,0.14193425,0.012115266,0,2,0,-0.078,-0.2195,-0.16175,-0.28,-0.0676,-0.2456,19,20,0.0002702505444176,0.0002124344755429,2.37285075854743e-05,4.0433784306515e-05,5.86249261687044e-05,7.80338741606101e-05,7.06049831933342e-05,9.70360815699678e-06,0.999236226081848,ashamed,annoyed,0,2
hit:8435_conv:16870,terrified,I was so scared by the movie the Grudge_comma_ even to this day it stil scares,I was so scared by the movie the Grudge_comma_ even to this day it still scares me today,never seen it_comma_ is it that scary?,1,0.9564871,0.040505428,0.0030074937,0.58528894,0.38714358,0.02756749,0,0,2,-0.1,0.173333333333333,-0.305,-0.876,0.904,0.056,18,7,5.87888680456672e-05,0.0002852847974281,2.19683170143981e-05,9.59061871981248e-05,8.55575199238956e-05,0.0029392249416559,0.996389269828796,4.36359223385807e-05,8.03882721811533e-05,terrified,terrified,1,1
hit:8435_conv:16870,terrified,I was so scared by the movie the Grudge_comma_ even to this day it stil scares,I thought so_comma_ the girls face creeps me out,ah_comma_ maybe i need to check it out,2,0.9406462,0.05639509,0.0029587145,0.02540981,0.7948844,0.17970581,0,0,0,0.136666666666667,-0.243333333333333,-0.0766666666666667,0.033,0.126,-0.198,9,8,0.000232947350014,7.0055561081972e-05,8.56435945024714e-05,0.0002274788566865,0.0015049250796437,0.993878424167633,0.0037638847716152,9.85440638032742e-05,0.0001381741167278,terrified,excited,0,1
hit:6659_conv:13319,sentimental,I moved away for a job last year. My friend gave me a painting right before I left. Every time I look at it it reminds of my friends.,My friend painted me a painting before I moved away. It always reminds me of home when I look at it.,What is the painting of? It sounds lovely!,1,0.0020646714,0.06827079,0.92966455,0.0015853241,0.013388794,0.9850258,0,0,2,0.5752,-0.2924,-0.004,0.649333333333333,-0.0646666666666667,-0.0186666666666667,21,8,0.0001031699139275,0.0015886224573478,4.73803083878011e-05,1.20552695079823e-05,9.11743263714016e-05,0.0004003396315965,0.997246861457825,0.0003670800651889,0.0001432830176781,sentimental,impressed,1,1
hit:6659_conv:13319,sentimental,I moved away for a job last year. My friend gave me a painting right before I left. Every time I look at it it reminds of my friends.,Its a painting of the city skyline. It will always remember of the fun times I had there.,Which city was it?,2,0.0031894755,0.08103129,0.9157792,0.08030019,0.8553516,0.06434824,0,0,2,0.493428571428571,-0.0777142857142857,0.133714285714286,0.694,0.062,0.016,18,4,4.67870668217074e-05,7.32395492377691e-05,1.32498516904889e-05,4.27423001383431e-05,0.0003401440044399,0.0007456259918399,0.998448848724365,9.74530339590274e-05,0.000191880390048,nostalgic,afraid,1,1
hit:1329_conv:2658,angry,I got a notification that I had a package delivered. I didn't see it on my porch and found it sitting in the middle of my driveway!,I got a notification on my phone that I had a package delivered and went to look for it,Too late I already took it. Just kidding_comma_ did you find it?,1,0.08410812,0.7814099,0.13448197,0.22834802,0.651302,0.12034996,0,0,2,0.3115,-0.1665,0.0735,0.094,0.0253333333333333,-0.0986666666666666,19,12,9.89186810329557e-05,2.96261187031632e-05,3.87492691515945e-05,0.0001041679424815,0.000812719692476,0.0087647046893835,0.988784193992615,0.000185376353329,0.001181592233479,anxious,disgusted,1,1
hit:1329_conv:2658,angry,I got a notification that I had a package delivered. I didn't see it on my porch and found it sitting in the middle of my driveway!,I did_comma_ they left it sitting in the middle of the driveway so it could get run over!,Oh_comma_ that is bad. Was there anything important in it?,2,0.5028668,0.4429543,0.054178916,0.9287085,0.06641577,0.004875693,0,0,1,0.089,-0.184666666666667,-0.029,-0.048,0.255,0.209,18,10,4.41102129116189e-05,5.29212993569672e-05,1.98933903448051e-05,4.16450602642726e-05,0.0003965571231674,0.0007637965609319,0.998210430145264,7.70688711781986e-05,0.0003936358552891,disgusted,surprised,0,1
hit:8252_conv:16505,terrified,When my kids are too quiet.,"You do not know true terror until the thought enters your head_comma_ ""My kids are being exceptionally quiet today...""",Do not look a gift horse in the mouth ,1,0.71245784,0.26406884,0.023473307,0.6371624,0.3261278,0.036709726,0,0,0,0.348444444444445,-0.133777777777778,0.0337777777777778,0.484,-0.114,-0.0185,19,10,0.150740385055542,0.0041422448121011,0.004121177829802,0.0010363777400925,0.0002955988165922,0.0001355864078504,0.812582194805145,0.0236982852220535,0.003248123684898,terrified,anticipating,1,1
hit:8252_conv:16505,terrified,When my kids are too quiet.,It is never good. Best case scenario_comma_ one room of your house will look like a bomb went off. Otherwise_comma_ mud_comma_ food_comma_ drink_comma_ poop will be anywhere/everywhere. FEAR!,hahaha. Kids are wonderful.,2,0.94221383,0.052180834,0.0056054033,0.0024917203,0.0188684,0.97863984,0,0,0,0.102933333333333,-0.172933333333333,-0.0637333333333333,0.731,0.229,0.128,28,4,0.001005248283036,0.989627122879028,0.0007453250000253,0.0069442917592823,0.0001213908326462,2.85832429653965e-05,0.0001204263971885,0.0002219232555944,0.0011856869095936,terrified,nostalgic,0,1
hit:4899_conv:9798,impressed,One of my cats managed to lock himself in the bathroom the other night_comma_ and I still can't figure out how he did it. That's pretty amazing for having no opposable thumbs.,My cat somehow managed to lock himself in the bathroom last night. I still cannot figure out how he did it.,Wow! He sounds like a super smart cat! How did you get him out of there?,1,0.5842101,0.34370017,0.072089784,0.0029153998,0.03905534,0.95802927,0,0,2,0.114,-0.2592,-0.1088,0.547,0.0333333333333333,0.194666666666667,21,16,5.69590847590007e-05,0.0013933421578258,1.96026303456165e-05,3.44939289789181e-05,0.0001767213980201,0.0002257470187032,0.997761130332947,4.81579190818593e-05,0.0002838179643731,furious,impressed,0,1
hit:4899_conv:9798,impressed,One of my cats managed to lock himself in the bathroom the other night_comma_ and I still can't figure out how he did it. That's pretty amazing for having no opposable thumbs.,He is! Well_comma_ both smart and dumb haha. Had to use a knitting needle to pick the lock!,Well at least you managed to save him!,2,0.10637336,0.31334534,0.5802813,0.026510399,0.2715891,0.7019005,0,0,0,-0.149,-0.0613333333333333,-0.0106666666666667,0.54,-0.122,0.364,18,8,0.0013037599856033,0.598716735839844,0.0002948381006717,0.0001206222441396,0.0022792133968323,0.0010051844874396,0.0017977377865463,0.289318591356277,0.105163343250752,proud,proud,0,1
hit:8302_conv:16604,apprehensive,I have big two month trip coming up. Im getting a little nervous about going.,So I am getting second thoughts about going on my trip. I am leaving for two months but I am getting nervous about going.,Where are you going? Are you scared of going on the plane or going to a new place?,1,0.7641488,0.2121563,0.023694957,0.45070574,0.52863175,0.020662513,0,0,2,0.0717142857142857,-0.147142857142857,-0.212,0.073,-0.0325,-0.2245,24,18,5.74878067709506e-05,7.0717818744015e-05,2.03472172870534e-05,2.00022695935331e-05,0.000110257329652,0.0006878801505081,0.99873548746109,0.0001669316116021,0.0001308511709794,anxious,anxious,1,2
hit:8302_conv:16604,apprehensive,I have big two month trip coming up. Im getting a little nervous about going.,I am going all over Europe. The thought of being in a foreign countries for so long is kind of scary. Not sure if I should go.,I am sure you will have a blast_comma_ I have heard it is beautiful continent. And the food will be great!,2,0.7919721,0.18368405,0.024343869,0.0015279953,0.008088748,0.9903833,1,0,0,0.2015,-0.0885,0.14375,0.397333333333333,-0.064,0.393333333333333,27,21,0.0004183494893368,0.0002172319218516,0.000105098602944,7.43842610972934e-05,9.48132583289407e-06,7.5746480433736e-05,0.000102907870314,1.41556429298362e-05,0.998982489109039,afraid,excited,1,2
hit:7172_conv:14345,sentimental,I can't let go of my old car.,I cannot let go of my old car_comma_ I need to sell it but I also feel so attached to it.,Have you had it for long?,1,0.21486881,0.41144723,0.37368396,0.14993167,0.7963138,0.053754542,0,0,2,0.201428571428571,-0.0034285714285714,-0.116857142857143,0.082,-0.294,0.086,21,6,5.80724845349323e-05,4.8678968596505e-05,4.23618439526763e-05,1.74614833667874e-05,0.0001252787624252,0.0002503581927157,0.998953342437744,0.0001052752922987,0.0003991373814642,nostalgic,lonely,0,1
hit:7172_conv:14345,sentimental,I can't let go of my old car.,Yes_comma_ it is my grandfathers Cadillac from 1947,Wow! That is a classic. Why do you need to sell it?,2,0.018812967,0.83289444,0.14829259,0.121377096,0.31182775,0.5667952,0,0,2,0.654,-0.442,0.172,0.244,-0.005,-0.024,8,12,5.75995763938408e-05,6.28969937679358e-05,2.85505921056028e-05,4.2033501813421e-05,0.000204478521482,0.0002661194012034,0.999225854873657,3.49509718944319e-05,7.75126900407486e-05,sentimental,impressed,1,1
hit:4473_conv:8946,disappointed,My cat vomited on my shoes the other day,My cat vomited on my shoes the other day and i had to clean it,ewww. was it really gross?,1,0.9131393,0.07860758,0.008253157,0.90481335,0.08784978,0.0073368903,0,0,2,0.2808,-0.5384,-0.2776,-0.77,0.15,-0.638,15,5,4.30521758971736e-05,6.13613374298438e-05,1.85727676580427e-05,2.81684642686741e-05,0.0002838391228578,0.0002443483390379,0.998929440975189,0.000110191067506,0.0002810381411109,disgusted,disgusted,0,1
hit:4473_conv:8946,disappointed,My cat vomited on my shoes the other day,yea i was so annoyed he did that_comma_ i thought he knew better,Maybe he had some bad food,2,0.9364242,0.058410425,0.005165377,0.8221643,0.17251249,0.005323241,0,0,0,0.09,0.0066666666666666,-0.0746666666666667,0.013,-0.051,-0.1,13,6,0.0002899595710914,0.0001086020783986,8.37377883726731e-05,5.27949341631029e-05,0.0012633126461878,0.989367187023163,0.008085255511105,0.0001799265155568,0.0005692654522135,annoyed,apprehensive,0,1
hit:1152_conv:2305,confident,Over the years I've figured out the best way to love and myself is to work at some new skill everyday and become the best at it until haters become fans,I have learned that to be the best version of myself means working at a skill striving to be the the best at it until haters become fans,I absolutely agree with that mind set! Pick something you are passionate about and do it with passion!,1,0.04765976,0.39201134,0.5603289,0.0025402575,0.04648907,0.95097065,1,0,0,0.2472,-0.0037999999999999,0.1358,0.473666666666667,0.0953333333333333,0.262,28,18,0.998364269733429,0.0002367498382227,0.0005397407221607,0.0003662513918243,4.53158536402043e-05,9.18515142984688e-05,0.0001186318477266,6.27941699349321e-05,0.0001743875182,confident,confident,1,2
hit:1152_conv:2305,confident,Over the years I've figured out the best way to love and myself is to work at some new skill everyday and become the best at it until haters become fans,I am glad you agree,I am a fitness enthusiast myself_comma_ and you would be surprised how people even find reason to be negative about THAT.,2,0.0023984732,0.04027545,0.95732605,0.3690445,0.48054308,0.1504124,0,0,0,0.844,0.02,0.285,0.322222222222222,0.0628888888888889,0.149555555555556,5,21,0.0668104961514473,0.287066072225571,0.0005192547687329,0.0293271634727716,0.0004952644812874,0.0035367391537874,0.0077423206530511,0.0001893675944302,0.604313373565674,grateful,impressed,1,2
hit:5208_conv:10417,embarrassed,I was swimming laps one time_comma_ and didn't realize that you could see directly up my shorts from behind. I only found out weeks later after my girlfriend told me.,I like to swim laps_comma_ and I discovered that you can see directly up my shorts if swimming behind me.,Wow. Must be a sight for those behind you all this time.,1,0.008151531,0.29256657,0.6992819,0.08005505,0.44893518,0.47100973,0,0,0,0.233142857142857,-0.195428571428571,-0.0965714285714286,0.130666666666667,-0.386666666666667,0.052,20,12,0.0005391126032918,0.997993111610413,8.61175794852898e-05,0.0002441940596327,0.0001521140802651,3.42271523550153e-05,5.86793867114466e-05,0.0007151402533054,0.0001772873511072,disgusted,impressed,1,1
hit:5208_conv:10417,embarrassed,I was swimming laps one time_comma_ and didn't realize that you could see directly up my shorts from behind. I only found out weeks later after my girlfriend told me.,Yeah_comma_ my girlfriend told me about it. I had been swimming in these shorts for weeks before I found out. I feel pretty awkward about going back now.,It is ok. I am sure everyone has their embarassing moments.,2,0.70656955,0.26754755,0.025882868,0.061668213,0.43700945,0.5013224,1,0,0,0.202222222222222,-0.0257777777777778,-0.0984444444444445,0.328,-0.295,0.302,28,11,0.0059884921647608,0.0253289509564638,6.57667042105459e-05,0.0003119408211205,0.0013586140703409,0.0001572564360685,0.000254348211456,9.65477956924588e-05,0.966437935829163,embarrassed,confident,1,1
hit:1420_conv:2840,guilty,I snooped through my friend's phone and read some questionable text.,I snooped through my friend's phone and read some questionable text.,Is it something that commits you a lot?,1,0.5276599,0.45645308,0.015886994,0.24318188,0.72987795,0.026940074,0,0,2,0.1705,-0.3325,-0.102,0.062,-0.57,-0.26,11,8,0.0001205935404868,5.91721291129943e-05,0.0001422342611476,1.53645069076447e-05,0.0001690312637947,0.0005935782683081,0.997886836528778,0.0007965781260281,0.0002165186451748,guilty,anticipating,1,1
hit:1420_conv:2840,guilty,I snooped through my friend's phone and read some questionable text.,No. She is been kind of off lately.,ahh ... then you have to support it,2,0.6303145,0.34940836,0.020277172,0.055893548,0.7026182,0.24148828,0,0,0,0.836,-0.52,0.236,0.622,-0.056,0.474,8,8,0.0011241453466936,0.986634910106659,0.0006635222816839,0.0001221092825289,8.70243966346607e-05,3.7429083022289e-05,0.000182065879926,0.0096169896423816,0.0015317973447963,lonely,trusting,1,1
hit:999_conv:1998,confident,I recently took the Law School Admissions Test.,I believe I did rather well on my Law School Admissions Test.,what do you think your score was?,1,0.0012390178,0.020567369,0.97819364,0.073320985,0.8782138,0.04846522,0,0,2,0.4148,-0.0808,0.3484,0.417333333333333,-0.104,0.162,12,7,0.0001234380033565,0.0001257938856724,4.83873991470318e-05,1.33097200887278e-05,0.0005874672788195,0.0025678095407784,0.994093835353851,0.001222800463438,0.0012172035640105,confident,afraid,1,1
hit:999_conv:1998,confident,I recently took the Law School Admissions Test.,I am hoping for at least in the 150 range.,Ah thats a good score. When i took the LSATs about 15-16 years ago I received a 156 i believe. Where do you hope to go to school?,2,0.0048278826,0.3631713,0.63200074,0.004853934,0.12405605,0.87109,0,2,2,0.174,-0.059,0.069,0.3532,-0.229,0.1074,10,28,0.0014534634537994,0.0020636487752199,0.0594265572726727,0.2263602912426,0.0006205984391272,0.0001982434187084,0.0618217773735523,0.0004567491414491,0.647598683834076,hopeful,joyful,1,1
hit:999_conv:1998,confident,I recently took the Law School Admissions Test.,I am hoping to go to Mitchell Hamline in Minnesota or Syracuse,Good luck!,3,0.001235325,0.16678679,0.83197784,0.0019465721,0.03912803,0.95892537,1,0,0,0.194,-0.09,-0.102,0.792,-0.142,0.251,12,2,8.00092821009457e-05,0.0002760777133516,0.0001017436225083,5.53150421183091e-05,0.0001797889271983,7.09097876097076e-05,0.000127774750581,0.998982727527618,0.0001256644027307,hopeful,grateful,1,1
